arrival time,current_floor,final_floor,selfish
10:03:39.230,5,0,0
10:03:42.110,4,3,0
10:03:44.900,0,3,0
10:03:45.400,5,0,0
10:03:47.810,0,7,0
10:03:51.140,1,0,0
10:04:00.360,4,7,0
10:04:03.460,0,6,0
10:04:03.60,4,2,0
10:04:13.480,4,3,0
10:04:15.540,3,7,0
10:04:21.140,3,4,0
10:04:22.720,0,7,0
10:04:27.20,5,7,0
10:04:41.630,7,6,0
10:04:42.100,6,0,0
10:04:42.120,7,0,0
10:04:44.910,1,5,0
10:04:47.630,5,0,0
10:04:48.510,6,3,0
10:04:49.480,1,0,0
10:04:49.900,5,4,0
10:04:53.750,5,3,0
10:04:58.330,1,3,0
10:05:02.700,4,2,0
10:05:03.30,3,2,0
10:05:22.350,4,3,0
10:05:24.710,1,6,0
10:05:25.820,5,1,0
10:05:33.70,5,3,0
10:05:39.00,4,6,0
10:05:42.440,0,4,0
10:05:45.760,2,1,0
10:05:51.930,2,3,0
10:05:56.240,1,4,0
10:06:01.760,0,3,0
10:06:02.190,6,5,0
10:06:06.730,1,6,0
10:06:12.740,3,4,0
10:06:13.520,0,1,0
10:06:22.880,5,1,0
10:06:30.610,2,0,0
10:06:31.790,6,4,0
10:06:32.200,2,0,0
10:06:32.230,4,5,0
10:06:42.980,3,1,0
10:06:43.200,3,1,0
10:06:44.800,3,5,0
10:06:44.810,1,2,0
10:06:46.510,6,3,0
10:06:47.00,4,7,0
10:06:52.280,1,7,0
10:06:53.530,2,0,0
10:06:54.70,7,1,0
10:06:55.70,7,5,0
10:06:56.960,5,2,0
10:07:01.210,7,3,0
10:07:01.630,5,7,0
10:07:02.950,0,4,0
10:07:04.470,1,4,0
10:07:07.360,5,7,0
10:07:09.690,2,4,0
10:07:11.280,6,2,0
10:07:15.750,4,1,0
10:07:17.800,3,5,0
10:07:20.780,7,2,0
10:07:21.30,2,4,0
10:07:26.10,4,6,0
10:07:27.270,6,2,0
10:07:28.630,7,2,0
10:07:29.380,3,2,0
10:07:32.340,3,7,0
10:07:33.860,3,6,0
10:07:35.630,1,3,0
10:07:35.750,7,5,0
10:07:36.880,4,7,0
10:07:37.290,5,0,0
10:07:44.190,7,4,0
10:07:46.260,3,4,0
10:07:47.10,0,1,0
10:07:47.970,3,1,0
10:07:48.320,0,7,0
10:07:49.400,2,6,0
10:07:56.620,0,6,0
10:08:00.30,3,5,0
10:08:00.470,3,6,0
10:08:00.850,4,2,0
10:08:02.00,4,2,0
10:08:10.880,0,4,0
10:08:12.810,0,3,0
10:08:16.650,6,7,0
10:08:20.260,5,0,0
10:08:21.450,3,1,0
10:08:23.690,1,5,0
10:08:24.490,4,2,0
10:08:27.870,7,0,0
10:08:28.90,1,5,0
10:08:33.710,3,5,0
10:08:34.30,3,1,0
10:08:36.230,7,2,0
10:08:37.350,0,3,0
10:08:38.140,3,1,0
10:08:43.270,3,4,0
10:08:44.380,2,4,0
10:08:48.450,4,3,0
10:08:48.70,4,0,0
10:08:55.980,1,4,0
10:09:01.30,2,7,0
10:09:05.170,3,6,0
10:09:07.280,6,1,0
10:09:07.630,1,4,0
10:09:23.230,4,2,0
10:09:27.100,4,1,0
10:09:27.770,7,1,0
10:09:36.10,5,3,0
10:09:36.950,2,3,0
10:09:38.660,7,4,0
10:09:39.970,2,7,0
10:09:41.630,3,6,0
10:09:44.40,7,2,0
10:09:50.630,7,0,0
10:09:51.770,5,0,0
10:10:04.270,6,2,0
10:10:05.740,0,7,0
10:10:11.550,1,2,0
10:10:16.510,0,6,0
10:10:16.770,3,7,0
10:10:16.840,6,1,0
10:10:17.350,1,6,0
10:10:17.350,1,7,0
10:10:19.100,6,0,0
10:10:19.440,3,0,0
10:10:25.510,2,3,0
10:10:30.770,0,3,0
10:10:31.750,0,1,0
10:10:34.360,7,4,0
10:10:35.460,3,7,0
10:10:35.940,1,3,0
10:10:38.520,4,1,0
10:10:43.120,2,3,0
10:10:44.690,5,7,0
10:10:45.110,1,6,0
10:10:49.660,6,1,0
10:10:53.70,5,3,0
10:10:56.950,6,7,0
10:10:58.450,0,3,0
10:11:01.540,1,4,0
10:11:05.80,7,6,0
10:11:07.620,5,3,0
10:11:08.60,4,5,0
10:11:10.60,3,1,0
10:11:12.930,2,1,0
10:11:13.260,5,1,0
10:11:15.670,0,3,0
10:11:15.710,0,3,0
10:11:16.570,6,3,0
10:11:16.90,1,5,0
10:11:18.300,3,1,0
10:11:24.590,2,4,0
10:11:28.920,2,4,0
10:11:35.580,2,5,0
10:11:39.720,7,3,0
10:11:40.890,6,4,0
10:11:40.90,1,5,0
10:11:44.490,0,6,0
10:11:49.890,3,0,0
10:11:53.680,0,4,0
10:11:53.920,6,2,0
10:11:54.130,6,0,0
10:11:58.380,1,2,0
10:11:58.80,2,7,0
10:12:05.810,2,6,0
10:12:07.610,3,1,0
10:12:11.00,2,5,0
10:12:12.440,6,2,0
10:12:12.970,1,5,0
10:12:17.790,7,0,0
10:12:18.80,1,7,0
10:12:19.770,1,0,0
10:12:19.810,0,4,0
10:12:20.650,2,1,0
10:12:26.160,6,5,0
10:12:29.850,3,1,0
10:12:34.960,3,0,0
10:12:36.330,7,3,0
10:12:43.20,0,3,0
10:12:43.90,1,2,0
10:12:44.430,1,6,0
10:12:46.310,3,2,0
10:12:46.760,6,3,0
10:12:55.570,2,1,0
10:13:01.170,0,1,0
10:13:02.940,3,2,0
10:13:04.630,2,5,0
10:13:04.660,3,4,0
10:13:05.10,4,1,0
10:13:05.730,4,2,0
10:13:06.10,5,7,0
10:13:07.290,4,6,0
10:13:07.600,3,2,0
10:13:09.310,2,7,0
10:13:09.480,7,0,0
10:13:09.970,6,2,0
10:13:11.120,7,1,0
10:13:15.740,7,3,0
10:13:18.960,7,5,0
10:13:22.320,3,2,0
10:13:25.920,5,4,0
10:13:41.60,6,4,0
10:13:43.270,5,1,0
10:13:48.140,6,1,0
10:13:53.120,1,3,0
10:13:53.730,3,0,0
10:13:57.530,7,3,0
10:14:04.370,1,6,0
10:14:04.980,6,4,0
10:14:07.110,0,3,0
10:14:08.850,2,1,0
10:14:09.70,3,6,0
10:14:14.340,1,7,0
10:14:16.60,0,6,0
10:14:17.180,7,3,0
10:14:18.870,0,4,0
10:14:22.30,6,5,0
10:14:23.320,3,5,0
10:14:23.70,4,6,0
10:14:23.840,4,6,0
10:14:24.200,3,1,0
10:14:25.40,2,4,0
10:14:28.130,6,1,0
10:14:32.420,6,1,0
10:14:36.970,4,3,0
10:14:40.790,6,0,0
10:14:41.180,0,5,0
10:14:41.660,2,4,0
10:14:43.320,7,2,0
10:14:52.390,4,7,0
10:14:52.740,3,2,0
10:14:54.590,3,5,0
10:14:58.340,3,7,0
10:15:00.120,2,4,0
10:15:01.380,5,7,0
10:15:06.250,3,4,0
10:15:12.30,2,3,0
10:15:12.720,2,5,0
10:15:20.360,7,0,0
10:15:21.160,1,2,0
10:15:23.830,1,6,0
10:15:35.120,6,3,0
10:15:35.660,5,4,0
10:15:37.550,7,3,0
10:15:42.120,0,5,0
10:15:44.340,6,7,0
10:15:46.400,0,6,0
10:15:48.360,1,0,0
10:15:56.700,2,6,0
10:15:58.350,1,4,0
10:16:01.800,6,4,0
10:16:02.680,0,6,0
10:16:03.410,7,4,0
10:16:03.770,3,1,0
10:16:07.930,0,1,0
10:16:08.120,7,0,0
10:16:11.160,0,3,0
10:16:12.960,7,0,0
10:16:13.280,4,3,0
10:16:15.980,3,2,0
10:16:20.650,5,2,0
10:16:23.730,3,5,0
10:16:29.360,1,4,0
10:16:30.690,0,4,0
10:16:35.800,0,3,0
10:16:39.570,3,4,0
10:16:40.270,2,1,0
10:16:41.510,6,5,0
10:16:42.700,5,0,0
10:16:44.380,6,4,0
10:16:44.720,2,3,0
10:16:46.390,1,6,0
10:16:49.640,4,6,0
10:16:50.730,2,4,0
10:16:52.770,5,3,0
10:16:53.380,4,6,0
10:17:20.440,6,7,0
10:17:21.880,0,4,0
10:17:22.150,6,0,0
10:17:22.390,2,5,0
10:17:25.520,2,7,0
10:17:25.70,3,4,0
10:17:36.910,6,2,0
10:17:36.980,0,2,0
10:17:38.530,0,4,0
10:17:42.650,5,3,0
10:17:43.320,2,4,0
10:17:43.800,3,0,0
10:17:47.650,0,4,0
10:17:55.600,7,2,0
10:17:58.120,2,5,0
10:17:58.180,6,3,0
10:18:06.550,6,4,0
10:18:12.930,2,5,0
10:18:24.40,0,4,0
10:18:26.560,3,2,0
10:18:28.840,0,1,0
10:18:29.380,2,0,0
10:18:29.610,1,6,0
10:18:30.880,3,2,0
10:18:42.470,5,6,0
10:18:44.690,1,7,0
10:18:46.90,4,5,0
10:18:50.480,4,5,0
10:18:54.780,4,3,0
10:18:55.120,1,3,0
10:19:00.350,5,1,0
10:19:05.350,5,1,0
10:19:07.340,1,5,0
10:19:08.350,6,2,0
10:19:08.380,3,4,0
10:19:08.430,5,2,0
10:19:09.420,4,1,0
10:19:11.220,3,1,0
10:19:12.910,4,3,0
10:19:15.220,3,2,0
10:19:15.30,0,1,0
10:19:15.510,5,2,0
10:19:16.200,6,3,0
10:19:16.730,7,2,0
10:19:20.230,4,0,0
10:19:20.440,4,3,0
10:19:26.400,6,7,0
10:19:28.50,5,0,0
10:19:32.840,7,0,0
10:19:36.220,4,7,0
10:19:36.610,1,0,0
10:19:39.110,1,6,0
10:19:46.860,6,5,0
10:19:47.840,6,2,0
10:19:57.230,3,4,0
10:19:58.840,1,0,0
10:19:58.850,6,2,0
10:20:00.650,7,4,0
10:20:06.90,2,0,0
10:20:06.960,2,5,0
10:20:08.400,7,2,0
10:20:10.690,4,5,0
10:20:11.200,0,2,0
10:20:19.320,1,0,0
10:20:23.630,2,1,0
10:20:29.200,2,7,0
10:20:35.470,0,6,0
10:20:39.980,0,4,0
10:20:44.350,3,1,0
10:20:44.960,1,3,0
10:20:47.540,4,6,0
10:20:49.860,3,4,0
10:20:51.50,6,1,0
10:20:54.470,5,2,0
10:20:57.170,1,7,0
10:20:57.360,0,6,0
10:21:03.730,5,4,0
10:21:08.360,7,4,0
10:21:09.280,0,7,0
10:21:09.740,3,2,0
10:21:12.580,3,1,0
10:21:17.80,5,4,0
10:21:23.290,5,1,0
10:21:29.830,6,2,0
10:21:31.530,1,7,0
10:21:31.890,4,6,0
10:21:32.640,5,4,0
10:21:32.660,3,4,0
10:21:35.220,1,3,0
10:21:35.480,4,3,0
10:21:38.200,3,4,0
10:21:38.330,5,6,0
10:21:39.320,4,0,0
10:21:39.80,5,4,0
10:21:40.350,0,7,0
10:21:40.900,5,7,0
10:21:43.200,0,5,0
10:21:45.570,5,1,0
10:21:47.850,2,1,0
10:21:48.700,1,2,0
10:21:52.570,7,0,0
10:22:01.970,6,7,0
10:22:08.700,5,4,0
10:22:09.810,1,5,0
10:22:13.480,5,0,0
10:22:13.850,5,2,0
10:22:14.640,3,5,0
10:22:19.200,4,0,0
10:22:19.50,5,2,0
10:22:20.190,0,5,0
10:22:22.580,6,2,0
10:22:29.230,3,6,0
10:22:30.900,4,0,0
10:22:31.430,4,1,0
10:22:32.750,4,2,0
10:22:36.940,7,1,0
10:22:38.390,6,1,0
10:22:42.720,1,5,0
10:22:45.160,5,0,0
10:22:49.680,5,3,0
10:22:49.680,7,5,0
10:22:51.830,3,6,0
10:22:52.340,3,7,0
10:22:53.90,7,3,0
10:22:55.220,1,6,0
10:22:56.50,4,2,0
10:23:03.270,0,4,0
10:23:04.70,7,6,0
10:23:13.150,1,3,0
10:23:13.920,1,4,0
10:23:15.470,3,6,0
10:23:19.850,0,5,0
10:23:22.100,5,7,0
10:23:26.710,5,4,0
10:23:31.380,1,0,0
10:23:36.00,3,5,0
10:23:37.940,4,2,0
10:23:41.550,3,6,0
10:23:41.790,3,4,0
10:23:47.140,2,4,0
10:23:48.620,5,6,0
10:23:49.60,5,0,0
10:23:51.900,7,1,0
10:23:58.550,4,6,0
10:24:00.340,5,4,0
10:24:01.670,1,5,0
10:24:07.830,2,4,0
10:24:11.110,0,6,0
10:24:24.770,3,6,0
10:24:26.510,2,0,0
10:24:29.890,7,4,0
10:24:30.780,1,6,0
10:24:30.890,2,7,0
10:24:31.710,7,2,0
10:24:33.230,1,3,0
10:24:33.510,6,1,0
10:24:37.930,2,7,0
10:24:40.740,6,0,0
10:24:41.140,4,5,0
10:24:42.260,6,0,0
10:24:46.480,1,6,0
10:24:51.60,0,3,0
10:24:54.120,6,0,0
10:24:55.670,1,7,0
10:25:04.450,5,3,0
10:25:04.620,3,5,0
10:25:05.280,4,5,0
10:25:06.350,7,1,0
10:25:07.620,3,0,0
10:25:09.160,6,3,0
10:25:15.280,1,4,0
10:25:17.370,2,1,0
10:25:18.170,0,5,0
10:25:19.790,7,0,0
10:25:20.420,5,0,0
10:25:26.510,0,2,0
10:25:29.570,3,6,0
10:25:32.830,1,2,0
10:25:33.880,5,4,0
10:25:42.520,2,3,0
10:25:50.00,2,4,0
10:25:51.210,3,7,0
10:26:03.430,3,6,0
10:26:08.980,7,6,0
10:26:09.290,3,6,0
10:26:19.820,2,4,0
10:26:20.10,3,6,0
10:26:21.140,6,1,0
10:26:21.240,3,2,0
10:26:23.620,2,4,0
10:26:23.700,7,2,0
10:26:25.940,1,2,0
10:26:26.550,0,5,0
10:26:27.800,3,1,0
10:26:28.390,0,4,0
10:26:29.140,1,3,0
10:26:29.540,5,3,0
10:26:37.930,4,6,0
10:26:39.420,4,0,0
10:26:41.170,0,1,0
10:26:44.920,2,0,0
10:26:46.240,1,6,0
10:26:46.410,5,4,0
10:26:49.20,5,7,0
10:26:49.530,7,6,0
10:26:50.430,0,4,0
10:26:51.860,7,3,0
10:26:57.410,2,7,0
10:27:01.210,7,6,0
10:27:04.390,6,0,0
10:27:10.20,7,3,0
10:27:13.950,6,0,0
10:27:21.480,6,0,0
10:27:27.890,4,0,0
10:27:28.670,3,0,0
10:27:31.370,0,1,0
10:27:34.560,2,1,0
10:27:37.910,7,0,0
10:27:38.590,1,3,0
10:27:38.960,6,2,0
10:27:41.930,1,6,0
10:27:43.590,6,7,0
10:27:49.110,2,3,0
10:27:51.430,6,0,0
10:27:52.680,7,5,0
10:27:54.800,6,5,0
10:27:57.650,0,4,0
10:27:57.970,0,3,0
10:28:00.190,5,2,0
10:28:01.910,1,7,0
10:28:03.850,3,1,0
10:28:04.650,5,4,0
10:28:06.590,3,4,0
10:28:07.440,7,2,0
10:28:07.930,0,4,0
10:28:17.830,2,7,0
10:28:21.480,4,2,0
10:28:21.540,1,4,0
10:28:21.870,6,4,0
10:28:23.530,7,5,0
10:28:24.380,6,4,0
10:28:24.920,3,5,0
10:28:25.330,0,7,0
10:28:25.530,2,1,0
10:28:26.910,7,3,0
10:28:32.340,2,7,0
10:28:34.90,2,6,0
10:28:35.110,6,3,0
10:28:35.820,0,3,0
10:28:36.500,1,0,0
10:28:39.280,7,6,0
10:28:40.430,1,2,0
10:28:44.40,4,2,0
10:28:50.600,7,6,0
10:29:03.580,2,5,0
10:29:05.30,1,4,0
10:29:08.790,3,6,0
10:29:20.140,4,7,0
10:29:21.710,1,7,0
10:29:25.820,0,4,0
10:29:29.470,0,2,0
10:29:31.190,0,1,0
10:29:33.940,7,4,0
10:29:34.90,0,4,0
10:29:35.410,5,6,0
10:29:35.90,5,3,0
10:29:38.50,4,2,0
10:29:38.910,7,6,0
10:29:44.560,0,7,0
10:29:45.810,4,3,0
10:29:47.870,3,0,0
10:29:48.470,0,2,0
10:29:52.970,3,6,0
10:29:53.520,2,6,0
10:29:57.400,0,2,0
10:29:57.610,6,4,0
10:30:01.580,6,5,0
10:30:04.30,2,7,0
10:30:04.560,2,0,0
10:30:04.750,7,3,0
10:30:06.860,6,3,0
10:30:14.320,2,7,0
10:30:17.260,3,0,0
10:30:20.130,3,5,0
10:30:21.930,1,5,0
10:30:23.60,4,6,0
10:30:26.300,3,1,0
10:30:27.220,2,0,0
10:30:29.740,6,7,0
10:30:29.870,4,6,0
10:30:34.730,1,3,0
10:30:34.980,3,4,0
10:30:35.450,5,2,0
10:30:36.350,2,1,0
10:30:39.900,6,1,0
10:30:45.140,7,4,0
10:30:47.610,5,3,0
10:30:55.630,3,1,0
10:30:57.160,6,7,0
10:30:58.160,5,6,0
10:30:58.300,1,5,0
10:31:00.390,6,4,0
10:31:06.720,6,0,0
10:31:06.930,5,2,0
10:31:07.780,5,7,0
10:31:08.470,6,4,0
10:31:08.50,2,6,0
10:31:08.810,3,6,0
10:31:11.970,4,3,0
10:31:16.340,6,2,0
10:31:17.750,3,2,0
10:31:20.680,3,2,0
10:31:20.870,2,1,0
10:31:24.70,0,1,0
10:31:32.750,4,7,0
10:31:33.170,6,4,0
10:31:33.490,4,5,0
10:31:35.420,1,0,0
10:31:36.570,6,5,0
10:31:43.540,0,3,0
10:31:44.110,4,2,0
10:31:48.50,4,7,0
10:31:48.660,0,5,0
10:31:49.900,3,2,0
10:31:53.70,7,1,0
10:32:00.860,2,0,0
10:32:05.980,2,0,0
10:32:06.70,7,2,0
10:32:07.550,2,7,0
10:32:11.590,0,7,0
10:32:13.610,5,4,0
10:32:14.20,5,7,0
10:32:17.790,3,2,0
10:32:19.880,1,2,0
10:32:23.120,4,7,0
10:32:23.410,3,6,0
10:32:23.590,7,6,0
10:32:23.860,1,2,0
10:32:31.30,5,4,0
10:32:32.00,5,7,0
10:32:38.480,3,0,0
10:32:41.800,6,4,0
10:32:45.440,1,5,0
10:32:45.630,2,0,0
10:32:46.580,0,4,0
10:32:50.750,3,5,0
10:32:56.680,4,7,0
10:33:02.820,4,1,0
10:33:07.720,2,6,0
10:33:08.390,3,7,0
10:33:08.570,7,5,0
10:33:11.560,7,3,0
10:33:14.210,6,3,0
10:33:15.00,2,3,0
10:33:15.70,0,6,0
10:33:22.730,5,4,0
10:33:24.510,2,4,0
10:33:25.840,3,1,0
10:33:27.750,4,7,0
10:33:29.610,0,3,0
10:33:33.160,1,7,0
10:33:34.610,6,2,0
10:33:34.70,1,4,0
10:33:35.410,4,6,0
10:33:35.800,3,0,0
10:33:37.690,4,7,0
10:33:38.700,3,6,0
10:33:43.330,3,7,0
10:33:46.50,1,0,0
10:33:52.590,2,6,0
10:33:56.260,7,2,0
10:33:56.50,4,0,0
10:33:56.80,0,1,0
10:33:57.490,7,2,0
10:34:03.210,2,5,0
10:34:11.50,7,3,0
10:34:12.360,6,3,0
10:34:12.910,0,7,0
10:34:17.500,5,0,0
10:34:22.540,0,7,0
10:34:23.160,1,7,0
10:34:23.600,5,3,0
10:34:30.560,6,0,0
10:34:32.710,6,1,0
10:34:38.560,4,1,0
10:34:39.150,1,0,0
10:34:41.160,6,1,0
10:34:45.80,3,2,0
10:34:46.320,6,2,0
10:34:47.00,1,7,0
10:34:52.420,4,3,0
10:34:56.180,7,2,0
10:35:01.340,7,3,0
10:35:10.200,2,5,0
10:35:10.880,0,7,0
10:35:15.60,1,4,0
10:35:16.760,2,1,0
10:35:25.430,5,2,0
10:35:27.490,7,0,0
10:35:27.840,3,1,0
10:35:28.960,3,0,0
10:35:31.630,7,2,0
10:35:42.110,1,6,0
10:35:45.600,7,5,0
10:35:45.760,6,4,0
10:35:53.740,6,2,0
10:36:03.500,0,5,0
10:36:06.70,5,0,0
10:36:11.910,3,2,0
10:36:13.10,3,7,0
10:36:13.460,0,1,0
10:36:14.500,2,0,0
10:36:14.630,6,4,0
10:36:18.120,2,0,0
10:36:19.560,4,6,0
10:36:20.110,7,6,0
10:36:20.730,3,5,0
10:36:20.790,6,1,0
10:36:25.880,3,7,0
10:36:28.20,0,7,0
10:36:29.710,3,4,0
10:36:30.160,4,5,0
10:36:31.390,3,6,0
10:36:31.520,4,0,0
10:36:38.630,0,2,0
10:36:40.480,0,7,0
10:36:44.740,1,4,0
10:36:48.940,6,1,0
10:36:50.680,3,6,0
10:36:53.350,2,3,0
10:37:01.480,6,0,0
10:37:03.300,0,2,0
10:37:05.490,5,1,0
10:37:08.330,7,3,0
10:37:08.490,5,7,0
10:37:11.270,7,1,0
10:37:20.400,1,6,0
10:37:23.640,2,7,0
10:37:23.740,0,4,0
10:37:24.290,6,0,0
10:37:25.900,0,6,0
10:37:30.950,6,1,0
10:37:31.130,5,2,0
10:37:31.930,1,2,0
10:37:36.50,3,4,0
10:37:37.890,5,3,0
10:37:44.370,4,5,0
10:37:45.760,6,3,0
10:37:52.380,1,2,0
10:37:53.430,0,6,0
10:37:54.320,0,4,0
10:38:00.00,3,0,0
10:38:00.570,3,6,0
10:38:01.810,0,4,0
10:38:04.660,0,7,0
10:38:19.60,2,4,0
10:38:29.240,3,0,0
10:38:34.560,0,3,0
10:38:36.410,1,6,0
10:38:38.90,1,6,0
10:38:46.310,6,3,0
10:38:47.590,3,1,0
10:38:50.240,0,4,0
10:38:51.320,1,7,0
10:39:00.410,7,5,0
10:39:02.730,1,3,0
10:39:06.480,7,3,0
10:39:06.790,5,7,0
10:39:10.50,4,2,0
10:39:11.610,4,6,0
10:39:23.330,3,1,0
10:39:25.630,0,5,0
10:39:30.800,5,6,0
10:39:31.140,2,5,0
10:39:31.530,5,2,0
10:39:34.290,4,1,0
10:39:34.520,6,4,0
10:39:36.300,6,5,0
10:39:36.330,6,2,0
10:39:37.590,5,4,0
10:39:37.900,1,0,0
10:39:38.120,6,7,0
10:39:39.300,3,6,0
10:39:41.800,0,1,0
10:39:42.10,0,7,0
10:39:44.90,2,1,0
10:39:47.340,7,3,0
10:39:47.940,3,7,0
10:39:49.10,7,6,0
10:39:55.980,2,0,0
10:40:03.650,3,2,0
10:40:04.150,1,5,0
10:40:04.720,4,2,0
10:40:05.730,3,4,0
10:40:08.810,0,4,0
10:40:22.130,2,4,0
10:40:24.360,3,7,0
10:40:25.90,0,2,0
10:40:33.520,1,2,0
10:40:37.20,3,5,0
10:40:42.740,6,0,0
10:40:44.10,4,2,0
10:40:46.580,0,3,0
10:40:48.530,7,6,0
10:40:50.150,3,6,0
10:40:52.630,4,0,0
10:40:53.830,2,7,0
10:40:56.00,7,4,0
10:40:58.270,2,4,0
10:41:00.790,3,6,0
10:41:07.420,6,1,0
10:41:09.830,7,3,0
10:41:13.890,5,4,0
10:41:14.480,2,7,0
10:41:14.80,0,4,0
10:41:16.120,6,2,0
10:41:21.540,5,4,0
10:41:22.710,2,4,0
10:41:27.400,2,1,0
10:41:29.20,6,0,0
10:41:29.260,0,4,0
10:41:29.560,6,0,0
10:41:31.60,4,2,0
10:41:38.730,5,7,0
10:41:39.700,6,0,0
10:41:43.810,4,2,0
10:41:47.900,4,0,0
10:41:53.100,7,2,0
10:42:07.930,5,1,0
10:42:09.660,3,5,0
10:42:13.750,3,4,0
10:42:28.670,5,3,0
10:42:33.320,2,5,0
10:42:33.330,2,5,0
10:42:38.370,6,2,0
10:42:42.800,4,6,0
10:42:44.280,1,7,0
10:42:44.740,5,7,0
10:42:44.920,0,1,0
10:42:46.900,2,7,0
10:42:51.840,4,6,0
10:42:52.390,0,2,0
10:42:53.780,2,6,0
10:42:55.350,5,6,0
10:43:03.970,1,3,0
10:43:04.980,7,2,0
10:43:13.610,7,4,0
10:43:15.520,0,1,0
10:43:18.420,3,0,0
10:43:22.850,4,1,0
10:43:25.490,5,4,0
10:43:30.550,7,5,0
10:43:36.10,6,2,0
10:43:36.620,0,2,0
10:43:38.730,1,0,0
10:43:39.160,4,7,0
10:43:39.350,6,3,0
10:43:39.730,6,4,0
10:43:40.520,1,5,0
10:43:43.200,7,3,0
10:43:45.120,6,3,0
10:43:45.50,0,4,0
10:43:48.280,0,6,0
10:43:48.810,1,2,0
10:43:54.460,1,0,0
10:44:01.590,4,0,0
10:44:03.00,2,5,0
10:44:03.890,1,4,0
10:44:06.680,5,7,0
10:44:09.940,4,6,0
10:44:15.510,3,6,0
10:44:15.560,2,0,0
10:44:16.780,0,5,0
10:44:19.580,2,6,0
10:44:20.210,2,7,0
10:44:20.910,7,0,0
10:44:24.380,6,4,0
10:44:29.390,7,0,0
10:44:34.480,4,1,0
10:44:35.480,7,6,0
10:44:42.620,1,4,0
10:44:43.20,5,0,0
10:44:44.330,7,1,0
10:44:47.580,6,1,0
10:44:49.920,2,4,0
10:44:51.180,3,4,0
10:44:51.420,7,6,0
10:44:52.70,7,5,0
10:45:05.490,5,2,0
10:45:12.220,1,0,0
10:45:12.720,0,3,0
10:45:13.600,1,6,0
10:45:17.730,1,7,0
10:45:18.620,1,7,0
10:45:18.670,6,2,0
10:45:19.690,5,1,0
10:45:21.830,6,4,0
10:45:22.460,6,2,0
10:45:23.140,1,7,0
10:45:30.290,4,2,0
10:45:30.510,4,1,0
10:45:36.570,0,2,0
10:45:36.840,6,1,0
10:45:40.120,7,6,0
10:45:40.280,5,6,0
10:45:46.780,4,0,0
10:45:48.680,5,6,0
10:45:50.170,5,1,0
10:45:50.240,5,6,0
10:45:51.390,6,4,0
10:45:53.740,2,4,0
10:46:03.800,4,0,0
10:46:06.460,1,0,0
10:46:07.970,3,6,0
10:46:08.10,2,4,0
10:46:11.820,1,7,0
10:46:11.910,4,2,0
10:46:14.570,3,0,0
10:46:15.460,5,7,0
10:46:17.270,6,0,0
10:46:18.480,0,6,0
10:46:20.280,2,3,0
10:46:22.150,3,5,0
10:46:27.140,6,5,0
10:46:31.80,5,0,0
10:46:34.440,2,7,0
10:46:34.820,1,7,0
10:46:43.370,6,2,0
10:46:44.890,2,1,0
10:46:46.980,6,4,0
10:46:53.360,5,0,0
10:46:53.70,1,0,0
10:46:55.500,3,5,0
10:46:57.790,1,2,0
10:46:58.430,0,7,0
10:47:03.10,7,4,0
10:47:05.870,3,2,0
10:47:07.270,0,6,0
10:47:12.250,3,0,0
10:47:12.950,0,6,0
10:47:13.200,7,4,0
10:47:16.760,5,1,0
10:47:22.410,1,5,0
10:47:25.460,1,6,0
10:47:27.10,6,3,0
10:47:29.490,4,6,0
10:47:32.280,7,1,0
10:47:38.910,2,5,0
10:47:42.580,7,1,0
10:47:42.910,4,6,0
10:47:44.610,1,4,0
10:47:45.910,3,6,0
10:47:46.400,4,5,0
10:47:46.950,7,0,0
10:47:49.150,2,4,0
10:47:49.450,4,1,0
10:47:49.790,5,2,0
10:47:50.280,0,5,0
10:47:51.730,1,0,0
10:47:53.910,0,1,0
10:47:57.140,2,5,0
10:47:57.300,0,2,0
10:48:02.520,7,5,0
10:48:04.970,3,2,0
10:48:05.120,2,3,0
10:48:07.340,4,6,0
10:48:07.730,7,2,0
10:48:09.140,0,3,0
10:48:15.210,7,5,0
10:48:21.480,0,7,0
10:48:27.280,5,7,0
10:48:27.540,6,4,0
10:48:32.920,0,6,0
10:48:35.360,0,1,0
10:48:41.460,5,7,0
10:48:41.750,0,1,0
10:48:42.740,1,2,0
10:48:43.510,4,0,0
10:48:43.570,1,2,0
10:48:48.10,0,7,0
10:48:49.820,2,4,0
10:48:52.790,7,6,0
10:48:52.940,0,3,0
10:48:53.650,0,2,0
10:48:54.850,2,4,0
10:48:57.660,0,3,0
10:48:58.900,0,3,0
10:49:00.250,6,1,0
10:49:00.580,6,7,0
10:49:04.550,1,4,0
10:49:05.580,7,0,0
10:49:06.740,3,6,0
10:49:07.640,6,4,0
10:49:08.710,6,4,0
10:49:10.690,6,4,0
10:49:14.490,5,6,0
10:49:20.00,6,4,0
10:49:27.790,2,5,0
10:49:28.400,2,1,0
10:49:31.130,7,6,0
10:49:31.480,5,4,0
10:49:31.550,4,3,0
10:49:38.620,1,6,0
10:49:41.950,7,4,0
10:49:43.110,1,2,0
10:49:43.860,7,6,0
10:49:44.710,5,7,0
10:49:45.510,2,0,0
10:49:49.540,2,4,0
10:49:54.920,7,4,0
10:50:06.770,2,6,0
10:50:09.160,7,2,0
10:50:09.20,1,3,0
10:50:09.870,2,3,0
10:50:14.250,2,1,0
